order_date_new,brand,product_category,new_customer_gender,new_shoe_size,new_country,sales_channel,quantity,unit_price,revenue,payment_method,new_loyalty_member,returned_flag_bool
2024-02-24,Adidas,Training,F,7,UK,Store,1,59.99,59.99,PayPal,Yes,
2023-10-09,Reebok,Basketball,F,N/A,IND,unknown,,99.99,,PayPal,N/A,0
2023-04-15,ASICS,Casual,F,11,IND,unknown,3,,,Credit Card,No,1
2023-12-11,ASICS,Basketball,F,9,Unkown,Offline,3,99.99,299.97,Credit Card,N/A,0
2023-11-24,Puma,Basketball,M,9.5,Germany,unknown,2,59.99,119.98,Credit Card,N/A,
2023-07-14,ASICS,Football,Unkown,8.5,Unkown,Store,2,,,Debit Card,N/A,1
2023-10-28,ASICS,Basketball,Unkown,9,IND,unknown,,79.99,,Credit Card,No,0
2023-08-17,Puma,Basketball,Other,11,Germany,Online,3,120.50,361.50,Cash,Yes,
2023-03-14,Nike,Football,F,11,Germany,Online,2,,,Debit Card,No,1
2023-12-17,Puma,Training,M,N/A,IND,unknown,,79.99,,Debit Card,Yes,
2023-03-01,Adidas,Training,F,9,Germany,Online,,99.99,,Debit Card,N/A,0
2024-03-15,Reebok,Running,M,10,IND,Online,,120.50,,UPI,N/A,1
2023-01-19,Puma,Basketball,F,8,Germany,Mobile App,1,79.99,79.99,PayPal,Yes,1
2023-03-08,New Balance,Casual,F,8.5,Germany,unknown,3,99.99,299.97,Debit Card,Yes,0
2024-01-03,Adidas,Training,F,7,Unkown,Offline,2,120.50,241.00,Credit Card,Yes,
2023-02-08,New Balance,Running,F,7,USA,unknown,3,,,Credit Card,Yes,
2023-04-29,Nike,Casual,Other,N/A,USA,Offline,,120.50,,Unknown,Yes,0
2024-03-06,Puma,Casual,F,9,Germany,Online,1,,,PayPal,N/A,1
2023-10-17,Adidas,Basketball,F,10,IND,unknown,1,120.50,120.50,Cash,Yes,1
2023-02-10,ASICS,Football,Other,10,USA,Online,,79.99,,Unknown,Yes,1
2024-05-20,Nike,Running,Other,10,Germany,Store,1,,,UPI,No,1
2023-04-13,ASICS,Basketball,M,8,USA,Online,1,99.99,99.99,Credit Card,No,
2023-06-24,Puma,Running,Other,8.5,USA,Online,3,120.50,361.50,Cash,No,0
2023-10-06,ASICS,Training,M,9,USA,Offline,,120.50,,Credit Card,No,
2024-05-09,New Balance,Football,Other,7,USA,Web,,79.99,,Cash,Yes,0
2024-03-27,Nike,Casual,Unkown,10,IND,Mobile App,1,99.99,99.99,PayPal,N/A,1
2024-03-19,ASICS,Football,F,7,USA,unknown,2,120.50,241.00,Debit Card,N/A,0
2024-05-22,Puma,Basketball,M,10,Unkown,unknown,1,120.50,120.50,Cash,No,1
2023-03-22,Reebok,Running,M,N/A,IND,Online,,,,Cash,Yes,1
2024-02-18,New Balance,Running,M,11,Unkown,Mobile App,1,,,Debit Card,No,0
2024-01-08,Under Armour,Casual,F,N/A,IND,unknown,2,120.50,241.00,Cash,Yes,1
2023-08-16,Under Armour,Basketball,F,8.5,USA,Online,3,99.99,299.97,Debit Card,No,1
2024-02-24,Adidas,Training,M,9.5,UK,Web,3,,,Debit Card,Yes,1
2024-02-29,New Balance,Casual,F,N/A,USA,Mobile App,1,120.50,120.50,Unknown,Yes,
2024-03-19,Under Armour,Training,Unkown,9,USA,Online,,,,Cash,N/A,
2023-11-26,New Balance,Training,Other,9.5,IND,Store,,120.50,,Cash,No,1
2024-02-27,Under Armour,Basketball,Unkown,10,UK,Offline,3,,,PayPal,Yes,
2023-12-20,ASICS,Basketball,Unkown,8,IND,Mobile App,2,79.99,159.98,Cash,N/A,
2024-03-03,New Balance,Running,M,9.5,USA,Online,3,120.50,361.50,Unknown,Yes,1
2023-10-01,Nike,Basketball,F,7,IND,Web,3,99.99,299.97,Credit Card,N/A,
2023-08-18,New Balance,Basketball,Unkown,7,Germany,Web,,79.99,,Cash,Yes,
2023-02-25,Under Armour,Football,F,8.5,Unkown,unknown,3,79.99,239.97,PayPal,No,
2023-07-18,ASICS,Running,F,9,Unkown,Online,,79.99,,Cash,Yes,0
2023-10-13,Under Armour,Basketball,M,8.5,Germany,unknown,3,79.99,239.97,Debit Card,Yes,1
2023-11-27,Under Armour,Basketball,M,8.5,USA,unknown,1,,,UPI,N/A,1
2023-07-08,Adidas,Football,F,9.5,USA,Store,1,,,Debit Card,No,
2023-12-06,Under Armour,Casual,F,N/A,Unkown,unknown,3,99.99,299.97,Credit Card,Yes,
2023-12-21,New Balance,Training,M,8.5,Germany,Online,2,,,Cash,Yes,
2023-10-17,Under Armour,Casual,M,N/A,USA,Store,3,,,Unknown,No,0
2024-06-10,Under Armour,Casual,F,7,USA,Offline,1,79.99,79.99,Unknown,No,
2024-03-10,Under Armour,Football,Unkown,8,USA,Online,2,,,Cash,Yes,1
2023-03-31,New Balance,Running,F,10,IND,Web,1,79.99,79.99,Cash,No,
2024-02-19,Nike,Casual,M,8,USA,unknown,3,59.99,179.97,Credit Card,Yes,
2023-04-19,Nike,Basketball,M,9.5,Germany,unknown,3,,,Credit Card,No,1
2024-06-30,Under Armour,Casual,Other,9,IND,unknown,2,120.50,241.00,Unknown,Yes,1
2023-05-25,Reebok,Casual,F,8,IND,Offline,1,59.99,59.99,Unknown,Yes,1
2024-02-27,New Balance,Basketball,F,8,USA,unknown,2,79.99,159.98,PayPal,Yes,
2024-04-17,Puma,Running,F,N/A,IND,Store,1,99.99,99.99,Debit Card,No,1
2023-10-19,Reebok,Basketball,F,11,USA,Mobile App,1,79.99,79.99,PayPal,Yes,0
2024-03-14,Adidas,Football,Other,8.5,USA,unknown,1,99.99,99.99,Unknown,Yes,0
2024-04-18,Nike,Training,Unkown,8,IND,Offline,3,99.99,299.97,PayPal,No,0
2023-03-20,ASICS,Running,F,9.5,UK,Online,1,59.99,59.99,PayPal,Yes,
2024-04-28,Under Armour,Casual,Unkown,11,USA,Web,2,99.99,199.98,PayPal,N/A,1
2024-02-11,Under Armour,Casual,Unkown,9,Unkown,Offline,1,79.99,79.99,Cash,No,1
2023-05-30,Nike,Training,M,10,USA,Store,,99.99,,UPI,No,1
2023-07-31,Reebok,Running,M,8.5,USA,unknown,3,120.50,361.50,PayPal,Yes,
2023-09-27,Puma,Casual,Unkown,8,Unkown,Store,2,120.50,241.00,Cash,No,
2024-02-20,New Balance,Running,F,9,Germany,Offline,3,120.50,361.50,Debit Card,Yes,
2023-10-15,New Balance,Running,Unkown,10,Germany,Store,2,79.99,159.98,Unknown,Yes,0
2024-05-05,Adidas,Football,M,10,USA,Offline,2,,,PayPal,N/A,1
2023-05-18,Adidas,Running,F,11,USA,Mobile App,1,,,Cash,N/A,
2023-01-20,New Balance,Football,M,9,UK,Web,3,59.99,179.97,PayPal,No,
2023-07-06,Puma,Football,F,8,UK,Web,3,79.99,239.97,Cash,No,1
2023-01-17,New Balance,Running,F,N/A,USA,Mobile App,,79.99,,PayPal,Yes,1
2024-05-08,New Balance,Running,Unkown,9.5,Unkown,Web,2,,,UPI,Yes,
2024-06-26,Reebok,Basketball,F,8,Germany,Offline,2,120.50,241.00,UPI,No,1
2023-03-27,Adidas,Running,Unkown,7,Unkown,Online,,99.99,,PayPal,Yes,0
2023-07-30,Adidas,Football,Unkown,11,IND,Mobile App,3,120.50,361.50,Cash,N/A,0
2023-10-10,Reebok,Casual,F,N/A,USA,Store,,79.99,,PayPal,N/A,0
2023-09-17,Under Armour,Running,Unkown,10,Germany,unknown,3,120.50,361.50,Debit Card,Yes,1
2024-06-04,New Balance,Running,F,9.5,USA,Online,3,,,Debit Card,No,
2024-03-21,Nike,Casual,M,9.5,Germany,Mobile App,1,99.99,99.99,Unknown,N/A,0
2023-02-28,Nike,Training,Unkown,11,UK,Online,,120.50,,PayPal,N/A,
2023-08-26,ASICS,Running,F,8,IND,Web,2,59.99,119.98,UPI,No,0
2023-07-25,New Balance,Basketball,Unkown,8.5,IND,Store,1,59.99,59.99,Debit Card,N/A,1
2024-04-10,New Balance,Running,F,8,Unkown,Store,1,99.99,99.99,UPI,Yes,
2023-09-21,New Balance,Football,F,8.5,Germany,unknown,3,120.50,361.50,Cash,N/A,1
2024-05-08,Under Armour,Training,Unkown,10,IND,Web,3,59.99,179.97,UPI,N/A,
2023-01-10,Reebok,Basketball,M,9,Germany,Store,3,79.99,239.97,UPI,No,
2023-10-03,Adidas,Training,Other,10,UK,Offline,2,120.50,241.00,Debit Card,N/A,0
2023-06-09,ASICS,Football,F,7,Unkown,Online,1,59.99,59.99,Cash,Yes,
2023-11-19,Under Armour,Casual,Other,9.5,UK,Mobile App,3,120.50,361.50,Debit Card,Yes,
2024-03-09,Puma,Football,Unkown,9,Germany,Online,1,,,Unknown,N/A,0
2023-11-20,Reebok,Casual,M,8.5,IND,Mobile App,1,59.99,59.99,UPI,No,
2023-09-27,Puma,Basketball,F,N/A,Germany,Offline,3,120.50,361.50,Cash,Yes,0
2024-02-15,New Balance,Training,F,10,USA,unknown,,79.99,,UPI,No,
2024-03-18,ASICS,Training,M,7,USA,Web,2,79.99,159.98,Cash,No,
2024-06-13,New Balance,Casual,M,9.5,USA,unknown,3,120.50,361.50,Debit Card,Yes,1
2023-09-18,Puma,Basketball,Other,11,IND,Online,1,120.50,120.50,Cash,Yes,0
2023-07-23,ASICS,Casual,M,N/A,USA,Web,2,99.99,199.98,PayPal,Yes,0
2023-05-29,New Balance,Football,M,8,USA,Store,3,120.50,361.50,Debit Card,Yes,0
2023-10-26,ASICS,Football,Other,N/A,IND,unknown,3,,,PayPal,N/A,0
2024-02-28,Adidas,Basketball,Unkown,8,UK,Offline,2,59.99,119.98,Cash,Yes,1
2023-03-07,New Balance,Running,M,11,USA,Online,1,59.99,59.99,Unknown,No,0
2023-08-23,Adidas,Casual,F,7,USA,unknown,3,120.50,361.50,UPI,Yes,0
2024-04-23,Reebok,Training,Unkown,9,Germany,unknown,3,,,Unknown,N/A,0
2024-06-20,Adidas,Running,M,11,IND,Web,3,99.99,299.97,UPI,No,0
2023-01-11,New Balance,Running,Unkown,N/A,Germany,Store,2,99.99,199.98,Credit Card,No,0
2023-08-25,New Balance,Football,M,10,USA,unknown,3,79.99,239.97,Unknown,No,0
2023-08-14,New Balance,Casual,Unkown,11,IND,unknown,1,120.50,120.50,Unknown,N/A,0
2024-02-27,Nike,Football,F,N/A,IND,unknown,1,79.99,79.99,PayPal,No,1
2023-11-25,Nike,Training,M,11,IND,Offline,2,59.99,119.98,Unknown,No,
2023-01-09,Adidas,Basketball,M,11,Germany,Store,1,79.99,79.99,Cash,Yes,0
2023-03-24,Nike,Casual,M,9,UK,Store,1,99.99,99.99,Cash,Yes,1
2023-09-12,ASICS,Running,F,N/A,USA,Mobile App,,79.99,,Unknown,No,0
2024-02-03,ASICS,Running,Unkown,8,IND,Web,3,99.99,299.97,Unknown,Yes,1
2024-01-05,Reebok,Basketball,M,9,IND,Mobile App,2,59.99,119.98,Credit Card,No,1
2023-01-10,Adidas,Basketball,M,10,USA,Web,,,,Credit Card,N/A,0
2023-03-03,Under Armour,Running,F,N/A,UK,Store,3,79.99,239.97,PayPal,Yes,0
2023-07-17,ASICS,Training,Other,7,Germany,unknown,,99.99,,Cash,N/A,0
2024-05-16,Puma,Basketball,Unkown,N/A,IND,Mobile App,2,,,PayPal,No,1
2024-06-27,Under Armour,Basketball,F,8.5,Germany,Online,,99.99,,Unknown,N/A,0
2023-07-09,Adidas,Basketball,Unkown,8,Unkown,Web,3,,,Debit Card,N/A,
2024-05-24,Puma,Basketball,M,8.5,USA,Online,2,,,PayPal,Yes,1
2023-05-13,Adidas,Running,M,9.5,Germany,Mobile App,1,79.99,79.99,PayPal,N/A,0
2023-02-20,ASICS,Running,M,10,Germany,Online,2,,,Cash,Yes,0
2024-03-01,Puma,Casual,M,8,IND,Online,1,,,Debit Card,N/A,1
2023-04-14,Reebok,Training,F,10,USA,Mobile App,2,,,Unknown,N/A,0
2023-04-19,Reebok,Running,F,9,Unkown,Web,3,120.50,361.50,PayPal,Yes,
2023-06-11,Puma,Casual,Other,8.5,Germany,unknown,,99.99,,Cash,Yes,
2023-09-04,ASICS,Basketball,Other,N/A,Germany,Web,2,120.50,241.00,Credit Card,Yes,0
2023-01-17,Adidas,Training,Other,7,IND,Mobile App,2,99.99,199.98,PayPal,N/A,
2023-06-08,Adidas,Basketball,Other,10,UK,Store,1,120.50,120.50,UPI,Yes,
2024-02-14,Under Armour,Football,F,N/A,USA,Mobile App,2,59.99,119.98,Unknown,Yes,1
2024-01-26,Under Armour,Football,M,8,UK,unknown,1,99.99,99.99,Unknown,N/A,1
2024-01-27,Nike,Basketball,F,9,IND,Mobile App,3,,,Unknown,No,1
2023-02-21,Under Armour,Casual,F,8,UK,Web,,120.50,,UPI,No,1
2023-05-16,Nike,Casual,M,11,USA,Web,1,120.50,120.50,PayPal,No,
2023-05-14,Adidas,Football,M,10,Unkown,Mobile App,,,,Unknown,N/A,1
2023-09-06,New Balance,Running,M,9.5,Germany,Store,3,120.50,361.50,UPI,No,0
2023-12-19,Puma,Casual,M,9,Germany,Online,1,99.99,99.99,Debit Card,No,
2024-01-18,Adidas,Casual,F,11,USA,Store,1,59.99,59.99,Unknown,Yes,0
2024-04-05,New Balance,Training,F,11,Unkown,Web,1,99.99,99.99,PayPal,No,
2023-01-19,Puma,Training,Unkown,11,USA,Web,1,99.99,99.99,Unknown,Yes,1
2024-02-02,Nike,Basketball,Unkown,9.5,UK,Web,3,99.99,299.97,PayPal,Yes,0
2024-05-11,Reebok,Casual,Unkown,7,USA,Offline,1,79.99,79.99,PayPal,Yes,0
2024-05-16,Puma,Basketball,Unkown,11,UK,Mobile App,2,59.99,119.98,UPI,Yes,
2023-09-21,Puma,Training,F,8.5,Germany,unknown,1,,,Debit Card,Yes,
2024-01-27,Adidas,Football,Other,8.5,Germany,Mobile App,2,120.50,241.00,Debit Card,No,
2023-05-22,ASICS,Casual,F,9.5,USA,unknown,2,79.99,159.98,PayPal,No,0
2023-03-11,Adidas,Running,Other,9.5,Germany,Store,1,79.99,79.99,Cash,Yes,1
2023-07-12,New Balance,Casual,Other,10,UK,Offline,2,79.99,159.98,Unknown,Yes,0
2023-03-23,New Balance,Casual,M,8.5,USA,Web,,79.99,,Cash,No,1
2023-06-17,Nike,Basketball,M,10,UK,Offline,2,59.99,119.98,Credit Card,No,0
2024-05-16,Reebok,Football,M,9.5,IND,Web,3,120.50,361.50,PayPal,N/A,
2024-07-03,Nike,Football,M,7,UK,Mobile App,1,,,PayPal,No,
2023-02-10,Under Armour,Running,F,11,Germany,Web,,,,UPI,Yes,0
2023-06-20,Nike,Casual,F,N/A,Germany,Online,3,,,Unknown,N/A,1
2023-07-04,Reebok,Running,F,N/A,UK,Web,2,120.50,241.00,Credit Card,Yes,0
2023-06-17,Reebok,Basketball,M,9.5,Unkown,Mobile App,1,59.99,59.99,Debit Card,No,
2024-01-25,ASICS,Training,F,9,USA,unknown,2,99.99,199.98,Credit Card,No,0
2023-11-13,ASICS,Training,M,9,UK,Online,,99.99,,PayPal,Yes,1
2024-04-14,Under Armour,Running,F,N/A,UK,Offline,,,,PayPal,No,0
2024-02-24,New Balance,Running,F,11,Unkown,Offline,1,,,Credit Card,No,1
2023-02-26,Nike,Casual,F,11,IND,Online,3,59.99,179.97,Credit Card,Yes,0
2023-07-02,ASICS,Casual,F,9,Germany,unknown,3,,,PayPal,Yes,1
2023-04-06,Under Armour,Running,M,8,IND,Web,3,99.99,299.97,Debit Card,Yes,
2023-10-09,Adidas,Training,F,7,USA,Mobile App,,,,Unknown,N/A,1
2024-05-10,Puma,Basketball,F,8.5,USA,Mobile App,3,120.50,361.50,PayPal,No,
2024-05-24,Adidas,Basketball,F,7,USA,Online,2,,,Cash,Yes,
2023-08-01,Nike,Basketball,Other,10,USA,unknown,,120.50,,Debit Card,Yes,0
2023-03-11,New Balance,Basketball,M,8,IND,Store,3,,,Cash,N/A,
2023-01-30,ASICS,Football,M,7,USA,Web,2,99.99,199.98,Debit Card,No,
2023-12-10,Under Armour,Casual,Other,8.5,Unkown,Mobile App,,59.99,,Credit Card,No,
2023-12-06,Nike,Basketball,M,9,Germany,Offline,1,79.99,79.99,PayPal,Yes,0
2023-11-19,Reebok,Training,Other,N/A,IND,Offline,1,99.99,99.99,PayPal,Yes,1
2023-04-25,Reebok,Casual,M,N/A,Unkown,Offline,1,79.99,79.99,Debit Card,Yes,0
2024-06-20,Nike,Casual,Unkown,9,UK,unknown,3,79.99,239.97,Credit Card,No,0
2024-06-18,ASICS,Casual,M,8.5,Germany,Online,1,99.99,99.99,Credit Card,N/A,
2023-11-16,Adidas,Basketball,Other,8.5,Germany,unknown,3,79.99,239.97,Credit Card,Yes,1
2023-06-11,New Balance,Casual,M,10,Unkown,Store,1,59.99,59.99,PayPal,Yes,0
2023-05-25,Adidas,Training,M,11,IND,Mobile App,3,,,Cash,Yes,1
2023-01-30,Nike,Football,M,9,Germany,Mobile App,1,59.99,59.99,UPI,Yes,0
2023-07-22,Nike,Football,M,N/A,IND,unknown,1,120.50,120.50,Unknown,No,0
2023-08-26,Puma,Basketball,M,9,IND,Store,2,,,Cash,No,1
2023-03-08,Under Armour,Training,Other,8.5,USA,Mobile App,1,99.99,99.99,Credit Card,No,
2023-04-20,Reebok,Casual,M,10,UK,Mobile App,1,99.99,99.99,Debit Card,No,0
2023-03-09,Reebok,Football,F,8.5,Unkown,unknown,2,,,Debit Card,No,
2023-03-21,New Balance,Casual,M,8.5,Unkown,Online,,59.99,,Cash,No,0
2024-02-20,Under Armour,Football,Other,N/A,USA,Online,1,,,Debit Card,No,
2023-01-01,Reebok,Casual,F,N/A,UK,Offline,2,120.50,241.00,Unknown,Yes,0
2023-11-08,New Balance,Casual,M,9,IND,Online,3,59.99,179.97,UPI,N/A,1
2023-01-01,Under Armour,Running,F,9.5,Germany,unknown,3,59.99,179.97,UPI,No,0
2024-01-26,Adidas,Casual,M,8.5,Germany,Offline,2,79.99,159.98,UPI,No,1
2023-01-12,Reebok,Football,F,8,USA,unknown,1,79.99,79.99,Cash,No,
2024-03-11,New Balance,Football,M,8.5,UK,Offline,2,120.50,241.00,Cash,N/A,1
2024-05-25,Puma,Football,F,8.5,USA,Online,2,,,PayPal,No,
2024-01-13,Adidas,Casual,Other,N/A,Unkown,Online,,59.99,,PayPal,N/A,1
2023-09-09,Under Armour,Casual,Other,7,IND,Mobile App,1,,,Credit Card,No,0
2024-06-08,Under Armour,Basketball,Other,9,USA,unknown,3,120.50,361.50,PayPal,Yes,
2023-09-24,Adidas,Casual,M,11,USA,Store,,,,Cash,Yes,1
2024-06-01,Puma,Basketball,Other,7,USA,Mobile App,3,99.99,299.97,Debit Card,N/A,
2023-06-04,Under Armour,Training,Other,10,Germany,Offline,,99.99,,PayPal,Yes,0
2023-03-28,Reebok,Football,F,N/A,USA,Offline,2,120.50,241.00,PayPal,Yes,1
2023-09-28,Reebok,Basketball,M,10,Germany,unknown,1,79.99,79.99,Unknown,No,0
2023-09-26,Puma,Football,M,8.5,Unkown,unknown,,59.99,,Credit Card,Yes,
2023-12-29,Under Armour,Running,Other,9.5,Germany,unknown,3,99.99,299.97,Unknown,No,
2023-07-19,Nike,Running,M,7,Germany,Online,3,79.99,239.97,PayPal,Yes,
2024-04-01,Nike,Running,F,8,USA,Mobile App,2,99.99,199.98,Unknown,No,
2023-05-05,Adidas,Football,Unkown,9,USA,unknown,1,59.99,59.99,Debit Card,Yes,0
2024-04-23,Puma,Football,Unkown,8.5,IND,Offline,1,120.50,120.50,Credit Card,Yes,1
2024-01-27,Under Armour,Basketball,F,N/A,USA,Web,3,59.99,179.97,Debit Card,N/A,0
2023-07-02,Adidas,Casual,M,10,USA,Web,,59.99,,Unknown,Yes,1
2023-02-05,ASICS,Basketball,M,7,Germany,Offline,1,,,Unknown,Yes,1
2024-02-04,New Balance,Running,F,N/A,Germany,Web,2,99.99,199.98,Cash,Yes,
2023-08-20,Nike,Casual,F,8.5,IND,unknown,,120.50,,UPI,No,1
2023-04-03,Under Armour,Basketball,Unkown,10,USA,Mobile App,3,59.99,179.97,Credit Card,No,
2023-07-15,ASICS,Basketball,M,8,Germany,unknown,,59.99,,Debit Card,No,1
2023-07-17,Under Armour,Casual,Unkown,11,Germany,Mobile App,2,120.50,241.00,Cash,Yes,1
2023-12-14,Adidas,Casual,M,9,UK,Online,3,59.99,179.97,Credit Card,No,0
2023-01-20,Adidas,Running,F,7,IND,Online,1,79.99,79.99,Cash,N/A,1
2023-03-07,New Balance,Training,M,10,Germany,Store,1,120.50,120.50,Unknown,No,0
2023-05-04,Under Armour,Training,M,9,IND,Online,2,99.99,199.98,Credit Card,Yes,1
2024-03-01,Adidas,Football,F,7,USA,Online,3,,,Unknown,N/A,0
2023-06-11,Nike,Running,F,8,IND,Web,,59.99,,Unknown,No,
2023-05-10,Reebok,Training,F,7,USA,unknown,2,99.99,199.98,Cash,N/A,1
2023-11-05,New Balance,Training,F,8,Unkown,Online,,59.99,,PayPal,Yes,
2024-06-03,Puma,Running,F,8,USA,unknown,,79.99,,Cash,No,1
2023-06-13,Puma,Training,M,11,IND,Mobile App,1,59.99,59.99,Cash,Yes,1
2023-02-23,Reebok,Casual,M,8,UK,unknown,2,79.99,159.98,Cash,N/A,
2023-11-30,Nike,Basketball,F,8,UK,unknown,2,99.99,199.98,Cash,No,0
2023-08-14,Reebok,Running,M,9,UK,Mobile App,,,,Cash,No,0
2024-01-18,ASICS,Basketball,Other,10,IND,Offline,,79.99,,Credit Card,N/A,1
2023-10-15,Adidas,Basketball,F,11,USA,unknown,1,120.50,120.50,PayPal,No,
2023-08-24,Reebok,Training,F,N/A,Germany,Store,,,,Credit Card,No,
2023-09-10,New Balance,Training,F,7,Germany,Online,3,120.50,361.50,Credit Card,No,
2024-05-31,Reebok,Football,Unkown,8,Germany,Web,,,,Debit Card,Yes,
2023-01-13,Adidas,Basketball,Other,10,USA,Online,,79.99,,Cash,Yes,1
2024-04-15,Adidas,Football,F,8.5,Germany,unknown,1,120.50,120.50,Unknown,Yes,
2023-03-14,Nike,Basketball,M,11,Unkown,Mobile App,3,,,Debit Card,Yes,
2023-12-10,ASICS,Basketball,M,8,Germany,Store,1,,,Cash,N/A,1
2024-01-10,ASICS,Running,F,10,USA,Store,2,,,Debit Card,N/A,1
2024-05-04,Puma,Casual,Unkown,9.5,IND,Online,2,79.99,159.98,Credit Card,Yes,0
2024-04-08,ASICS,Casual,Other,N/A,IND,unknown,1,120.50,120.50,Unknown,Yes,1
2024-04-13,Puma,Running,M,9,IND,Online,1,120.50,120.50,Unknown,No,0
2023-06-04,ASICS,Casual,F,N/A,IND,Web,1,99.99,99.99,Cash,Yes,0
2023-07-13,New Balance,Basketball,M,8.5,IND,Web,1,79.99,79.99,PayPal,N/A,
2024-03-31,Adidas,Basketball,F,11,UK,Web,3,,,UPI,Yes,1
2023-06-01,New Balance,Training,Unkown,11,USA,Offline,3,120.50,361.50,Unknown,No,1
2023-09-01,Reebok,Basketball,Other,9,UK,Mobile App,1,99.99,99.99,Unknown,Yes,
2023-11-21,Adidas,Casual,Other,8,USA,Web,2,99.99,199.98,Cash,No,0
2023-11-24,New Balance,Basketball,Unkown,11,Germany,Store,1,,,PayPal,No,
2024-03-28,Adidas,Casual,M,11,USA,Web,1,120.50,120.50,PayPal,No,0
2024-01-01,Adidas,Casual,F,10,IND,Offline,3,59.99,179.97,Credit Card,Yes,
2024-04-01,Reebok,Training,M,8.5,Unkown,Online,1,,,Unknown,Yes,0
2023-06-01,Reebok,Basketball,M,11,IND,Store,,99.99,,UPI,No,
2023-03-31,Under Armour,Football,Other,9,Germany,unknown,,120.50,,Cash,No,
2023-03-30,Under Armour,Casual,Other,8,Germany,Online,2,99.99,199.98,Credit Card,No,
2023-10-07,Reebok,Casual,F,10,USA,Web,2,,,UPI,N/A,0
2023-02-13,Reebok,Training,M,7,USA,Store,3,120.50,361.50,UPI,No,1
2023-10-22,ASICS,Training,M,8,IND,Web,2,120.50,241.00,Credit Card,N/A,
2024-01-06,Reebok,Basketball,Unkown,N/A,USA,Store,,,,PayPal,N/A,1
2023-09-23,ASICS,Training,Other,9,USA,Store,1,79.99,79.99,UPI,No,
2023-12-31,Nike,Casual,F,9,USA,Mobile App,3,99.99,299.97,Debit Card,N/A,0
2023-11-20,ASICS,Basketball,M,8.5,USA,Online,3,99.99,299.97,Debit Card,N/A,0
2024-01-17,Adidas,Running,F,9,Unkown,Offline,,99.99,,Debit Card,N/A,
2024-06-22,Nike,Running,F,7,Germany,Store,1,120.50,120.50,UPI,Yes,1
2024-03-28,Nike,Running,F,9,USA,unknown,3,79.99,239.97,Debit Card,Yes,1
2023-08-03,Under Armour,Running,M,7,Germany,Web,1,120.50,120.50,Credit Card,No,1
2023-02-03,Puma,Running,M,11,USA,Online,1,120.50,120.50,Credit Card,N/A,1
2023-07-24,Under Armour,Basketball,F,8.5,IND,Offline,3,59.99,179.97,PayPal,N/A,1
2024-06-01,Under Armour,Running,F,10,UK,Store,1,59.99,59.99,Debit Card,N/A,1
2023-04-12,ASICS,Casual,F,N/A,USA,Offline,,99.99,,UPI,No,0
2023-08-08,Puma,Running,M,8,Unkown,Offline,2,120.50,241.00,Cash,Yes,
2023-10-23,Nike,Football,Other,N/A,IND,unknown,1,59.99,59.99,Cash,No,
2024-02-22,Under Armour,Running,M,8.5,USA,Online,,79.99,,Unknown,No,
2023-04-18,ASICS,Running,M,9,Germany,Web,,,,Unknown,N/A,1
2023-06-22,New Balance,Football,M,10,Germany,unknown,3,79.99,239.97,Cash,Yes,
2023-10-07,Reebok,Casual,M,N/A,Unkown,Store,,99.99,,Debit Card,No,1
2023-05-06,Adidas,Training,M,8,USA,Online,,120.50,,Cash,Yes,1
2024-01-27,New Balance,Running,M,N/A,Germany,Offline,3,79.99,239.97,UPI,No,0
2024-05-31,New Balance,Running,M,9.5,USA,Web,3,,,Cash,Yes,0
2024-03-29,ASICS,Basketball,Unkown,9,Germany,Web,1,59.99,59.99,Debit Card,Yes,
2024-02-03,ASICS,Football,Unkown,N/A,Germany,Mobile App,1,,,Debit Card,N/A,1
2024-02-05,Reebok,Casual,Unkown,8.5,IND,Store,,,,Credit Card,Yes,
2023-02-16,New Balance,Running,Unkown,8.5,Germany,Online,3,99.99,299.97,Cash,Yes,0
2024-02-26,ASICS,Basketball,F,8,USA,Store,1,79.99,79.99,Credit Card,Yes,1
2023-01-21,Under Armour,Football,F,9.5,IND,Online,3,59.99,179.97,Unknown,No,
2023-01-23,Reebok,Basketball,F,8,Germany,Online,,,,Unknown,No,0
2024-05-23,Puma,Football,F,N/A,USA,Mobile App,3,79.99,239.97,Debit Card,Yes,0
2023-02-18,New Balance,Running,Unkown,8,IND,Store,,79.99,,Credit Card,N/A,
2024-05-01,ASICS,Basketball,F,11,Germany,unknown,2,99.99,199.98,PayPal,Yes,1
2024-02-29,New Balance,Football,Unkown,9,USA,unknown,3,,,Unknown,N/A,1
2024-05-26,ASICS,Casual,F,9.5,USA,Mobile App,,99.99,,Debit Card,Yes,0
2023-06-01,Reebok,Basketball,M,10,Germany,Store,2,99.99,199.98,UPI,No,0
2023-08-30,Nike,Training,Other,N/A,Germany,Mobile App,2,59.99,119.98,Cash,No,
2023-02-07,Puma,Basketball,Unkown,9,USA,unknown,2,99.99,199.98,Cash,Yes,1
2023-03-27,Reebok,Basketball,Unkown,8,Germany,unknown,3,59.99,179.97,Debit Card,No,1
2024-05-27,Adidas,Casual,M,8.5,IND,Mobile App,3,120.50,361.50,Unknown,No,
2023-08-30,Adidas,Basketball,M,9.5,IND,Mobile App,2,79.99,159.98,Credit Card,No,
2024-01-19,Reebok,Training,Other,9,IND,Web,1,99.99,99.99,Unknown,Yes,0
